NAME,NDVI,YMD
息县,0.0004619141744746607,2001-01-01
郸城县,-0.0008015057105916483,2001-01-01
确山县,-0.005717701176796595,2001-01-01
杞县,0.025949264307229037,2001-01-01
马村区,0.004884652888048605,2001-01-01
西平县,0.00900338029081411,2001-01-01
辉县市,-0.0026290409766634363,2001-01-01
舞钢市,0.019780464832554225,2001-01-01
新野县,-0.0033023748977834503,2001-01-01
洛宁县,0.0020798597294951417,2001-01-01
凤泉区,0.004962532650908193,2001-01-01
虞城县,0.016722122090546136,2001-01-01
项城市,-0.005615870834034726,2001-01-01
渑池县,-0.0020198291381625126,2001-01-01
商水县,-0.00766596095454062,2001-01-01
禹州市,0.06494658109161645,2001-01-01
偃师市,0.02589276717071698,2001-01-01
北关区,-0.007703199827842983,2001-01-01
华龙区,-0.014405242203350333,2001-01-01
武陟县,0.005906378783652922,2001-01-01
中原区,-0.0020260711796006893,2001-01-01
内乡县,0.005277963601082243,2001-01-01
山城区,-0.014580550652325889,2001-01-01
召陵区,-0.006685354374856488,2001-01-01
汝南县,0.002941324012356311,2001-01-01
遂平县,0.00557465770220863,2001-01-01
叶县,0.0328314336557471,2001-01-01
唐河县,-0.00598554822569575,2001-01-01
西华县,0.00383635198806148,2001-01-01
汤阴县,-0.01500485506016047,2001-01-01
范县,-0.013645928929626388,2001-01-01
吉利区,0.015784135173457794,2001-01-01
管城回族区,0.022176649126223268,2001-01-01
涧西区,0.0024454948248867517,2001-01-01
淮滨县,0.007343416133705953,2001-01-01
孟州市,0.017784055909580224,2001-01-01
宝丰县,0.01137169801317308,2001-01-01
上街区,0.0017742188563961694,2001-01-01
山阳区,0.003975094620645649,2001-01-01
宜阳县,0.0032647227750793604,2001-01-01
罗山县,-0.0017970675542517086,2001-01-01
解放区,-0.0012791068589556051,2001-01-01
驿城区,6.046370375314927e-05,2001-01-01
淇滨区,-0.01458742856943487,2001-01-01
延津县,-0.009277977088399059,2001-01-01
魏都区,0.03324021824161355,2001-01-01
原阳县,-0.005973617286514153,2001-01-01
邓州市,0.0007626000112385764,2001-01-01
卧龙区,-0.008813215064213347,2001-01-01
睢县,0.04670711868044194,2001-01-01
龙安区,-0.012369966175652267,2001-01-01
中站区,-0.0038770766911965858,2001-01-01
夏邑县,0.017263206747751492,2001-01-01
沁阳市,0.007897835448375001,2001-01-01
平桥区,-0.006742169609827065,2001-01-01
光山县,0.0017353537914390562,2001-01-01
泌阳县,-0.004879230653968636,2001-01-01
修武县,0.004787496328546234,2001-01-01
西峡县,0.001504132729593496,2001-01-01
宛城区,-0.004513160904721143,2001-01-01
殷都区,-0.00954537420541702,2001-01-01
老城区,0.009814129587334118,2001-01-01
红旗区,-0.007750206549195161,2001-01-01
扶沟县,0.03148769344529347,2001-01-01
社旗县,-0.007003528011035723,2001-01-01
温县,0.013065148455515615,2001-01-01
太康县,0.0295705625207209,2001-01-01
正阳县,0.00035637913383461,2001-01-01
西工区,0.003026447580835498,2001-01-01
博爱县,0.003685739037968337,2001-01-01
柘城县,0.017907383180056646,2001-01-01
永城市,0.011852643473724736,2001-01-01
安阳县,-0.010796237718697959,2001-01-01
湛河区,0.007021604654836858,2001-01-01
襄城县,0.013330970500745106,2001-01-01
义马市,-0.0018191594883980595,2001-01-01
长垣县,-0.009345174646793011,2001-01-01
兰考县,0.008510851420695048,2001-01-01
镇平县,-0.007193628552070351,2001-01-01
新密市,0.021446572852446343,2001-01-01
开封市区,0.0017626111013393593,2001-01-01
卫滨区,-0.0033781696165599657,2001-01-01
洛龙区,0.011583030546008921,2001-01-01
鄢陵县,0.022199154436878067,2001-01-01
卫东区,0.017199308537076144,2001-01-01
二七区,0.007639169765555361,2001-01-01
获嘉县,0.005487432017865131,2001-01-01
